"id"	"auteur"	"titre"	"tokens"
"114_WalStr_DeMaVi"	"Walafridus Strabo"	"De Maria virgine"	46
"114_WalStr_DeReEc"	"Walafridus Strabo"	"De rebus ecclesiasticis"	20819
"114_WalStr_DeSiFeA"	"Walafridus Strabo"	"De singulis festivitatibus anni"	491
"114_WalStr_DeSuJe"	"Walafridus Strabo"	"De subversione Jerusalem"	4398
"114_WalStr_DeViWe"	"Walafridus Strabo"	"De visionibus Wettini"	8674
"114_WalStr_EpAdCo4"	"Walafridus Strabo"	"Epistola ad Colossenses"	3175
"114_WalStr_EpAdEp"	"Walafridus Strabo"	"Epistola ad Ephesios"	6308
"114_WalStr_EpAdGa"	"Walafridus Strabo"	"Epistola ad Galatas"	8953
"114_WalStr_EpAdHe2"	"Walafridus Strabo"	"Epistola ad Hebraeos"	13726
"114_WalStr_EpAdPh"	"Walafridus Strabo"	"Epistola ad Philippenses"	3759
"114_WalStr_EpAdPh2"	"Walafridus Strabo"	"Epistola ad Philemonem"	707
"114_WalStr_EpAdRo"	"Walafridus Strabo"	"Epistola ad Romanos"	24747
"114_WalStr_EpAdTi"	"Walafridus Strabo"	"Epistola ad Titum"	1311
"114_WalStr_EpCaBJa"	"Walafridus Strabo"	"Epistola canonica B. Jacobi"	4036
"114_WalStr_EpCaJu"	"Walafridus Strabo"	"Epistola Catholica Judae"	1382
"114_WalStr_EpCoRaI"	"Walafridus Strabo"	"Epitome Commentariorum Rabani in Leviticum"	26843
"114_WalStr_EpGeCo"	"Walafridus Strabo"	"Epitaphium Geroldi comitis"	47
"114_WalStr_EpIAdCo"	"Walafridus Strabo"	"Epistola I ad Corinthios"	1508
"114_WalStr_EpIAdTh"	"Walafridus Strabo"	"Epistola I ad Thessalonicenses"	2187
"114_WalStr_EpIAdTi"	"Walafridus Strabo"	"Epistola I ad Timotheum"	3992
"114_WalStr_EpIBJo"	"Walafridus Strabo"	"Epistola I B. Joannis"	4975
"114_WalStr_EpIBPe"	"Walafridus Strabo"	"Epistola I B. Petri"	4326
"114_WalStr_EpIiAdC"	"Walafridus Strabo"	"Epistola II ad Corinthios"	9326
"114_WalStr_EpIiAdT"	"Walafridus Strabo"	"Epistola II ad Thessalonicenses"	1718
"114_WalStr_EpIiAdT2"	"Walafridus Strabo"	"Epistola II ad Timotheum"	2504
"114_WalStr_EpIiBJo"	"Walafridus Strabo"	"Epistola II B. Joannis"	388
"114_WalStr_EpIiBJo2"	"Walafridus Strabo"	"Epistola III B. Joannis"	428
"114_WalStr_EpIiBPe"	"Walafridus Strabo"	"Epistola II B. Petri"	2433
"114_WalStr_EvSeJo2"	"Walafridus Strabo"	"Evangelium secundum Joannem"	35135
"114_WalStr_EvSeLu2"	"Walafridus Strabo"	"Evangelium secundum Lucam"	52101
"114_WalStr_EvSeMa3"	"Walafridus Strabo"	"Evangelium secundum Matthaeum"	54514
"114_WalStr_EvSeMa4"	"Walafridus Strabo"	"Evangelium secundum Marcum"	30991
"114_WalStr_ExInQuE"	"Walafridus Strabo"	"Expositio in quatuor Evangelia"	28683
"114_WalStr_ExInXxP"	"Walafridus Strabo"	"Expositio in XX primos Psalmos"	2034
"114_WalStr_HoInInE"	"Walafridus Strabo"	"Homilia in initium Evangelii S. Matthaei"	4985
"114_WalStr_Hortul"	"Walafridus Strabo"	"Hortulus"	3646
"114_WalStr_HyAgMa"	"Walafridus Strabo"	"Hymnus Agaunensibus martyribus"	749
"114_WalStr_HyDeNaD"	"Walafridus Strabo"	"Hymnus de natali Domini"	358
"114_WalStr_PiHiNoT"	"Walafridus Strabo"	"Picturae historiarum Novi Testamenti"	677
"114_WalStr_ProBar"	"Walafridus Strabo"	"Prophetia Baruch"	59
"114_WalStr_ProJer"	"Walafridus Strabo"	"Prophetia Jeremiae"	24219
"114_WalStr_VeDeReD"	"Walafridus Strabo"	"Versus de rebus diversis"	5073
"114_WalStr_VeInAqP"	"Walafridus Strabo"	"Versus in Aquisgrani palatio editi"	7309
"114_WalStr_ViSBl"	"Walafridus Strabo"	"Vita S. Blaitmaici"	1405
"114_WalStr_ViSGa"	"Walafridus Strabo"	"Vita S. Galli"	2321
"114_WalStr_ViSMa10"	"Walafridus Strabo"	"Vita S. Mammae"	667
"114_WalStr_ViSOt"	"Walafridus Strabo"	"Vita S. Othmari"	4611
"115_AimSan_DeTrSsM"	"Aimoinus Sangermanensis"	"De translatione SS. martyrum"	10087
"115_AlvCor_VitEul"	"Alvarus Cordubensis"	"Vita Eulogii"	6293
"115_AngLux_CoInGe4"	"Angelomus Luxovensis"	"Commentarius in Genesin"	67619
"115_AngLux_EnInCaC"	"Angelomus Luxovensis"	"Enarrationes in Cantica canticorum"	37235
"115_AngLux_EnInLiR"	"Angelomus Luxovensis"	"Enarrationes in libros Regum"	14902
"115_AucInc_GesAld"	"Auctor incertus"	"Gesta Aldrici"	34082
"115_AudSen_EpAdHi"	"Audradus Senonensis"	"Epistola ad Hincmarum"	787
"115_AudSen_ExLiRe"	"Audradus Senonensis"	"Excerpta libri Revelationum"	238
"115_AudSen_LiDeFoV"	"Audradus Senonensis"	"Liber de fonte vitae"	2587
"115_BenIii_Diplom7"	"Benedictus III"	"Diploma"	319
"115_BenIii_Episto182"	"Benedictus III"	"Epistolae"	5159
"115_EulTol_DeViEtP2"	"Eulogius Toletanus"	"De vita et passione SS. Florae et Mariae"	295
"115_EulTol_DocMar"	"Eulogius Toletanus"	"Documentum martyriale"	6596
"115_EulTol_Episto183"	"Eulogius Toletanus"	"Epistolae"	345
"115_EulTol_LiApMa"	"Eulogius Toletanus"	"Liber apologeticus martyrum"	7614
"115_EulTol_MemSan"	"Eulogius Toletanus"	"Memorialis sanctorum"	35174
"115_HetBas_Capitu11"	"Hetto Basileensis"	"Capitulare"	1907
"115_LeoIv_EpEtDe22"	"Leo IV"	"Epistolae et decreta"	7132
"115_LeoIv_Homili12"	"Leo IV"	"Homilia"	3689
"115_PruTre_Annale"	"Prudentius Trecensis"	"Annales"	13451
"115_PruTre_BrePsa"	"Prudentius Trecensis"	"Breviarium psalterii"	4461
"115_PruTre_DePra"	"Prudentius Trecensis"	"De praedestinatione"	169801
"115_PruTre_EpAdHiE"	"Prudentius Trecensis"	"Epistola ad Hincmarum et Pardulum"	17776
"115_PruTre_EpAdQuE"	"Prudentius Trecensis"	"Epistola ad quemdam episcopum"	370
"115_PruTre_EpiTra"	"Prudentius Trecensis"	"Epistola tractoria"	634
"115_PruTre_ExExPo"	"Prudentius Trecensis"	"Excerpta ex Pontificali"	3907
"115_PruTre_FlExSaS"	"Prudentius Trecensis"	"Florilegium ex sacra Scriptura"	863
"115_PruTre_SeDeViE"	"Prudentius Trecensis"	"Sermo de vita et morte Maurae"	3108
"115_PruTre_Versus5"	"Prudentius Trecensis"	"Versus"	338
"115_SpInDe_SpInDeA"	"Spera in Deo"	"Spera in Deo abbas contra haereticos quosdam"	3888
"116_AmuLug_Episto185"	"Amulo Lugdunensis"	"Epistolae"	8982
"116_AmuLug_LiCoJu"	"Amulo Lugdunensis"	"Liber contra Judaeos"	20935
"116_AmuLug_OpDePrE"	"Amulo Lugdunensis"	"Opuscula de praescientia et praedestinatione"	3952
"116_AmuLug_SeAuDeP"	"Amulo Lugdunensis"	"Sententiae Augustini de praedestinatione et gratia Dei"	17382
"116_EbbRhe_Apolog3"	"Ebbo Rhemensis"	"Apologeticum"	2371
"116_EbbRhe_ConEbb"	"Ebbo Rhemensis"	"Confessio Ebbonis"	135
"116_EbbRhe_Poemat3"	"Ebbo Rhemensis"	"Poemata"	180
"116_ErcFri_Episto184"	"Erchambertus Frisingensis"	"Epistola"	201
"116_ErcFri_Fragme8"	"Erchambertus Frisingensis"	"Fragmentum"	599
"116_ErmAug_FrExLiD"	"Ermanricus Augiensis"	"Fragmenta ex libro De grammatica"	3101
"116_FloRem_NotHis172"	"Flodoardus Remensis"	"Notitia historica"	596
"116_HayHal_CoInCa2"	"Haymo Halberstatensis"	"Commentaria in Cantica"	9046
"116_HayHal_CoInIs2"	"Haymo Halberstatensis"	"Commentaria in Isaiam"	185826
"116_HayHal_CoInPs2"	"Haymo Halberstatensis"	"Commentaria in Psalmos"	256022
"116_JoaTri_ViDHa"	"Joannes Trithemius"	"Vita D. Haymonis"	185
"116_NiSRi_DeDiFiL"	"Nithardus S. Richarii"	"De dissensionibus filiorum Ludovici Pii"	15249
"117_HayHal_CoInCaC2"	"Haymo Halberstatensis"	"Commentarium in Cantica canticorum"	31234
"117_HayHal_EnInDuP"	"Haymo Halberstatensis"	"Enarratio in duodecim prophetas minores"	143717
"117_HayHal_ExInAp2"	"Haymo Halberstatensis"	"Expositio in Apocalypsin"	144146
"117_HayHal_ExInDPa"	"Haymo Halberstatensis"	"Expositio in D. Pauli epistolas"	290527
"118_AnsHam_Episto188"	"Anscharius Hamburgensis"	"Epistola"	193
"118_AnsHam_VitWil"	"Anscharius Hamburgensis"	"Vita Willehadi"	7278
"118_GreIv_Exempl2"	"Gregorius IV"	"Exemplar"	633
"118_HayHal_DeCoEtS"	"Haymo Halberstatensis"	"De corpore et sanguine Domini"	865
"118_HayHal_DeVaLi"	"Haymo Halberstatensis"	"De varietate librorum"	39311
"118_HayHal_HiSaEp"	"Haymo Halberstatensis"	"Historiae sacrae epitome"	23014
"118_HayHal_Homili13"	"Haymo Halberstatensis"	"Homiliae"	400432
"118_LudPiu_Append22"	"Ludovicus Pius"	"Appendix"	1089
"118_RemHam_ViSAn2"	"Rembertus Hamburgensis"	"Vita S. Anscharii"	22962
"119_AucVar_ReEpGeC"	"Auctores varii"	"Responsio episcoporum Germaniae contra Graecos"	7362
"119_FloLug_CaExLeE"	"Florus Lugdunensis"	"Capitula ex lege et canone collecta"	1442
"119_FloLug_CarRel"	"Florus Lugdunensis"	"Carmina religiosa"	8342
"119_FloLug_CarVar"	"Florus Lugdunensis"	"Carmina varia"	3634
"119_FloLug_DeExMi"	"Florus Lugdunensis"	"De expositione missae"	28171
"119_FloLug_EpAdImJ"	"Florus Lugdunensis"	"Epistola ad imperatricem Judith"	476
"119_FloLug_ExInEpB"	"Florus Lugdunensis"	"Expositio in epistolas B. Pauli"	76189
"119_FloLug_LiAdJoS"	"Florus Lugdunensis"	"Liber adversus Joannem Scotum"	70387
"119_FloLug_LiDeElE"	"Florus Lugdunensis"	"Liber de electionibus episcoporum"	1
"119_FloLug_OpAdAm"	"Florus Lugdunensis"	"Opuscula adversus Amalarium"	11345
"119_FloLug_SeDePr"	"Florus Lugdunensis"	"Sermo de praedestinatione"	1911
"119_LupFer_CaCoVe"	"Lupus Ferrariensis"	"Canones concilii Vernensis"	2153
"119_LupFer_CoDeTrQ"	"Lupus Ferrariensis"	"Collectaneum de tribus quaestionibus"	7932
"119_LupFer_DeTrQu"	"Lupus Ferrariensis"	"De tribus quaestionibus"	10659
"119_LupFer_Episto189"	"Lupus Ferrariensis"	"Epistolae"	43301
"119_LupFer_HoInSoS"	"Lupus Ferrariensis"	"Homiliae in solemnitate S. Wigberti"	2235
"119_LupFer_HyDeSoS"	"Lupus Ferrariensis"	"Hymni de solemnitate S. Wigberti"	279
"119_LupFer_ViSMa11"	"Lupus Ferrariensis"	"Vita S. Maximi"	3648
"119_LupFer_ViSWi2"	"Lupus Ferrariensis"	"Vita S. Wigberti"	3603
"119_NicI_Append24"	"Nicolaus I"	"Appendix"	7624
"119_NicI_EpEtDe23"	"Nicolaus I"	"Epistolae et diplomata"	186979
"119_RoIiSu_LibPro3"	"Rothadus II Suessionensis"	"Libellus proclamationis"	2164
"119_WalAur_Capitu13"	"Walterius Aurelianensis"	"Capitula"	2254
"120_AucVar_PrMoCo"	"Auctores varii"	"Privilegium monasterii Corbeiensis"	193
"120_Engelm_Versus6"	"Engelmodus"	"Versus"	1273
"120_PasRad_DeFiSpE2"	"Paschasius Radbertus"	"De fide, spe et charitate"	48824
"120_PasRad_DePaSsR"	"Paschasius Radbertus"	"De passione SS. Rufini et Valerii"	8404
"120_PasRad_DePaVi2"	"Paschasius Radbertus"	"De partu Virginis"	985
"120_PasRad_DeViSAd"	"Paschasius Radbertus"	"De vita S. Adalhardi"	21254
"120_PasRad_EpDeCoE"	"Paschasius Radbertus"	"Epistola de corpore et sanguine Domini ad Frudegardum"	7373
"120_PasRad_EpiArs"	"Paschasius Radbertus"	"Epitaphium Arsenii"	42911
"120_PasRad_ExInMa2"	"Paschasius Radbertus"	"Expositio in Matthaeum"	493863
"120_PasRad_ExInPsX"	"Paschasius Radbertus"	"Expositio in Psalmum XLIV"	33439
"120_PasRad_InLaJe2"	"Paschasius Radbertus"	"In Lamentationes Jeremiae"	96317
"120_PasRad_LiDeCoE"	"Paschasius Radbertus"	"Liber de corpore et sanguine Domini"	36984
"121_AdvMet_EpAdNi"	"Adventius Metensis"	"Epistola ad Nicolaum"	1362
"121_AdvMet_EpAdTh"	"Adventius Metensis"	"Epistola ad Theutgaudum"	302
"121_AdvMet_Epitap11"	"Adventius Metensis"	"Epitaphium"	179
"121_AdvMet_LiDeWa"	"Adventius Metensis"	"Libellus de Waldrada"	947
"121_AdvMet_Oratio2"	"Adventius Metensis"	"Orationes"	392
"121_AdvMet_Privil8"	"Adventius Metensis"	"Privilegium"	933
"121_AenPar_LiAdGr"	"Aeneas Parisiensis"	"Liber adversus Graecos"	3506
"121_AlmAlt_Rescri"	"Almannus Altivillarensis"	"Rescriptum"	678
"121_AucInc_CaDeCoV"	"Auctor incertus"	"Carmen de conflictu veris et hiemis"	477
"121_AucInc_EpPiEtD"	"Auctor incertus"	"Epitaphium Pippini et Drogonis"	87
"121_AucInc_SeDeTrS"	"Auctor incertus"	"Sermo de translatione S. Amandi"	1511
"121_BerFra_Itiner3"	"Bernardus Francus"	"Itinerarium"	2302
"121_CypCor_Epigra5"	"Cyprianus Cordubensis"	"Epigrammata"	527
"121_GotOrb_Confes5"	"Gotteschalcus Orbacensis"	"Confessio"	589
"121_GotOrb_ConPro"	"Gotteschalcus Orbacensis"	"Confessio prolixior"	7583
"121_GotOrb_Episto190"	"Gotteschalcus Orbacensis"	"Epistola"	1498
"121_GotOrb_FraOmn"	"Gotteschalcus Orbacensis"	"Fragmenta omnia"	664
"121_GriSan_BenEpi"	"Grimaldus Sangallensis"	"Benedictiones episcopales"	9996
"121_GriSan_LibSac3"	"Grimaldus Sangallensis"	"Liber sacramentorum"	109
"121_GriSan_PraAnt"	"Grimaldus Sangallensis"	"Praefationes antiquae"	1698
"121_GrSaTaS_Episto196"	"Grimaldus Sangallensis; Tatto Sangallensis"	"Epistola"	243
"121_GunCol_CaDiInN"	"Guntharius Coloniensis"	"Capitula diabolica in Nicolaum papam"	837
"121_GunCol_Retrac2"	"Guntharius Coloniensis"	"Retractio"	126
"121_HerTur_Annunt"	"Herardus Turonensis"	"Annuntiatio"	1398
"121_HerTur_Capitu14"	"Herardus Turonensis"	"Capitula"	4957
"121_HerTur_Common4"	"Herardus Turonensis"	"Commonitorium"	415
"121_IsoSan_DeMiSOt"	"Iso Sangallensis"	"De miraculis S. Othmari"	5511
"121_LeoCor_LiDeHaC"	"Leovigildus Cordubiensis"	"Liber de habitu clericorum"	374
"121_LoIGe_EpiTre"	"Lotharius I Germaniae"	"Epistolae tres"	2546
"121_LoIGe_SeDeElC"	"Lotharius I Germaniae"	"Sermo de elevatione corporis S. Amandi"	2247
"121_MiSAm_DeViSAm"	"Milo S. Amandi"	"De vita S. Amandi"	16463
"121_PaAlCo_Carmin23"	"Paulus Alvarus Cordubensis"	"Carmina"	3345
"121_PaAlCo_Confes6"	"Paulus Alvarus Cordubensis"	"Confessio"	6609
"121_PaAlCo_Episto194"	"Paulus Alvarus Cordubensis"	"Epistolae"	45246
"121_PaAlCo_IndLum"	"Paulus Alvarus Cordubensis"	"Indiculus luminosus"	17856
"121_RatCor_CoGrOp"	"Ratramnus Corbeiensis"	"Contra Graecorum opposita"	58059
"121_RatCor_DeCoEtS2"	"Ratramnus Corbeiensis"	"De corpore et sanguine Domini"	10217
"121_RatCor_DeNaCh"	"Ratramnus Corbeiensis"	"De nativitate Christi"	9646
"121_RatCor_DePrDe2"	"Ratramnus Corbeiensis"	"De praedestinatione Dei"	33281
"121_RatCor_EpDeCy"	"Ratramnus Corbeiensis"	"Epistola de Cynocephalis"	139
"121_RemLug_DeDaGeP"	"Remigius Lugdunensis"	"De damnatione generali per Adam"	7604
"121_RemLug_DeTrEp"	"Remigius Lugdunensis"	"De tribus epistolis"	3551
"121_RemLug_DeVeTeS"	"Remigius Lugdunensis"	"De veritate tenenda scripturae"	23368
"121_TheCat_Episto193"	"Theudoinus Catalaunensis"	"Epistola"	480
"121_ThIBeGa_Episto191"	"Theodgaudus I Belgicae Galliae; Guntharius Coloniensis; Arduicus Vestonionensis"	"Epistola"	319
"121_ThIBeGa_Episto192"	"Theodgaudus I Belgicae Galliae; Guntharius Coloniensis; Arduicus Vestonionensis"	"Epistola"	945
"121_VulBit_EpiPas"	"Vulfadus Bituricensis"	"Epistola pastoralis"	2382
"121_WanPru_DeCrMu"	"Wandalbertus Prumiensis"	"De creatione mundi"	1176
"121_WanPru_DeMiSGo"	"Wandalbertus Prumiensis"	"De miraculis S. Goaris"	8172
"121_WanPru_DeNoDuM"	"Wandalbertus Prumiensis"	"De nominibus duodecim mensium"	2815
"121_WanPru_HiTrSsC"	"Wandalbertus Prumiensis"	"Historia translationis SS. Chrysanti et Dariae"	3714
"121_WanPru_Horolo"	"Wandalbertus Prumiensis"	"Horologium"	741
"121_WanPru_Martyr5"	"Wandalbertus Prumiensis"	"Martyrologium"	10572
"121_WanPru_Praefa138"	"Wandalbertus Prumiensis"	"Praefatio"	1444
"121_WanPru_TeSeMeO"	"Wandalbertus Prumiensis"	"Textus sequentis metrici operis"	1536
"121_WanPru_ViSGo"	"Wandalbertus Prumiensis"	"Vita S. Goaris"	6336
"122_AdrIi_EpEtDe24"	"Adrianus II"	"Epistola et decreta"	27593
"122_AucVar_Testim35"	"Auctores varii"	"Testimonia"	4986
"122_JoScEr_CoInEvS"	"Joannes Scotus Erigena"	"Commentarius in Evangelium secundum Joannem"	24638
"122_JoScEr_CoInEvS2"	"Joannes Scotus Erigena"	"Commentarii in Evangelium secundum Joannem"	216
"122_JoScEr_DeDiNa"	"Joannes Scotus Erigena"	"De divisione naturae"	263995
"122_JoScEr_DeEgEtR"	"Joannes Scotus Erigena"	"De egressu et regressu animae ad Deum"	304
"122_JoScEr_DePra2"	"Joannes Scotus Erigena"	"De praedestinatione"	39312
"122_JoScEr_ExInMyT"	"Joannes Scotus Erigena"	"Expositiones in Mysticam theologiam S. Dionysii"	5917
"122_JoScEr_ExSuIeC"	"Joannes Scotus Erigena"	"Expositiones super Ierarchiam caelestem S. Dionysii"	53063
"122_JoScEr_ExSuIeE"	"Joannes Scotus Erigena"	"Expositiones super Ierarchiam ecclesiasticam S. Dionysii"	535
"122_JoScEr_HoInPrE"	"Joannes Scotus Erigena"	"Homilia in prologum Evangelii secundum Joannem"	6524
"122_JoScEr_VeAmSMa"	"Joannes Scotus Erigena"	"Versio Ambiguorum S. Maximi"	12284
"122_JoScEr_VeOpSDi"	"Joannes Scotus Erigena"	"Versio operum S. Dionysii"	6697
"122_JoScEr_Versus7"	"Joannes Scotus Erigena"	"Versus"	5459
"123_AdoVie_Chroni17"	"Ado Viennensis"	"Chronicon"	51742
"123_AdoVie_Martyr6"	"Ado Viennensis"	"Martyrologium"	91467
"123_AdoVie_PaSDe"	"Ado Viennensis"	"Passio S. Desiderii"	2929
"123_AdoVie_Precat2"	"Ado Viennensis"	"Precatio"	113
"123_AdoVie_Privil9"	"Ado Viennensis"	"Privilegium"	288
"123_AdoVie_ViSTh2"	"Ado Viennensis"	"Vita S. Theuderii"	249
"123_AucInc_DeFeAp"	"Auctor incertus"	"De festivitatibus apostolorum"	8171
"123_AucInc_DeMiSBa"	"Auctor incertus"	"De Miraculis S. Barnardi"	581
"123_AucInc_DeTrSBa"	"Auctor incertus"	"De translatione S. Barnardi"	286
"123_AucVar_Elogia3"	"Auctores varii"	"Elogia"	266
"123_AucVar_VeRoMa"	"Auctores varii"	"Vetus Romanum martyrologium"	8098
"123_AugHip_QuGeCuS"	"Augustinus Hipponensis"	"Quo genere cultus SS. Martyres venerandi sunt"	695
"123_UsuSan_Martyr7"	"Usuardus Sangermanensis"	"Martyrologium"	10637
"124_AdrFlo_DeCoEtS3"	"Adrevaldus Floriacensis"	"De corpore et sanguine Christi"	2349
"124_AdrFlo_HiTrSBe"	"Adrevaldus Floriacensis"	"Historia translationis S. Bernardi"	3305
"124_AdrFlo_MiSBe"	"Adrevaldus Floriacensis"	"Miracula S. Benedicti"	14808
"124_AdrFlo_ViSAi"	"Adrevaldus Floriacensis"	"Vita S. Aigulfi"	5755
"124_CaIiCa_Episto197"	"Carolus II Calvus"	"Epistolae"	16103
"124_CaIiCa_LiPrAdW"	"Carolus II Calvus"	"Libellus proclamationis adversus Wenilonem"	1154
"124_HerAnt_Collec"	"Hericus Antissiodorensis"	"Collectanea"	37
"124_HerAnt_MiSGe"	"Hericus Antissiodorensis"	"Miracula S. Germani"	25418
"124_HerAnt_PrInHoS"	"Hericus Antissiodorensis"	"Praefatio in homilias suas"	177
"124_HerAnt_VeAdHi"	"Hericus Antissiodorensis"	"Versus ad Hildeboldum"	201
"124_HerAnt_ViSGe2"	"Hericus Antissiodorensis"	"Vita S. Germani"	27901
"124_HinLau_OpEtEp"	"Hincmarus Laudunensis"	"Opuscula et epistolae"	43823
"124_IsaLin_Canone3"	"Isaacus Lingonensis"	"Canones"	14675
"124_OdoBel_Canone4"	"Odo Bellovacensis"	"Canones"	726
"124_OdoBel_Instit"	"Odo Bellovacensis"	"Institutio"	579
"124_OdoBel_SeInSLu"	"Odo Bellovacensis"	"Sermo in S. Lucianum"	4681
"124_UsuSan_Martyr8"	"Usuardus Sangermanensis"	"Martyrologium"	22568
"125_AucVar_Testim36"	"Auctores varii"	"Testimonia"	148
"125_AuInHiR_Annale2"	"Auctor incertus (Hincmarus Rhemensis?)"	"Annales"	33936
"125_AuInHiR_ReAdQuQ"	"Auctor incertus (Hincmarus Rhemensis?)"	"Responsio ad quorumdam quaestiones"	1255
"125_HinRhe_AdEpRe"	"Hincmarus Rhemensis"	"Ad episcopos regni"	4244
"125_HinRhe_AdPrRe"	"Hincmarus Rhemensis"	"Ad proceres regni"	6727
"125_HinRhe_AdReg"	"Hincmarus Rhemensis"	"Ad regem"	9011
"125_HinRhe_CaInSy"	"Hincmarus Rhemensis"	"Capitula in synodo"	8291
"125_HinRhe_CapSyn"	"Hincmarus Rhemensis"	"Capitula synodica"	13208
"125_HinRhe_CarAli"	"Hincmarus Rhemensis"	"Carmina aliquot"	410
"125_HinRhe_ConHin"	"Hincmarus Rhemensis"	"Consilium Hincmari"	1154
"125_HinRhe_CorReg"	"Hincmarus Rhemensis"	"Coronationes regiae"	5603
"125_HinRhe_DeCaTeP"	"Hincmarus Rhemensis"	"De causa Teutfridi presbyteri"	1814
"125_HinRhe_DeCaVi"	"Hincmarus Rhemensis"	"De cavendis vitiis"	35901
"125_HinRhe_DeCoMiR"	"Hincmarus Rhemensis"	"De coercendis militum rapinis"	1692
"125_HinRhe_DeDiAnR"	"Hincmarus Rhemensis"	"De diversa animae ratione"	11557
"125_HinRhe_DeDiLoE"	"Hincmarus Rhemensis"	"De divortio Lotharii et Tetbergae"	75477
"125_HinRhe_DeFiCaR"	"Hincmarus Rhemensis"	"De fide Carolo regi servanda"	10586
"125_HinRhe_DeInRe2"	"Hincmarus Rhemensis"	"De institutione regia"	155
"125_HinRhe_DePra3"	"Hincmarus Rhemensis"	"De praedestinatione"	201654
"125_HinRhe_DePrCr"	"Hincmarus Rhemensis"	"De presbyteris criminosis"	8054
"125_HinRhe_DeRePeE"	"Hincmarus Rhemensis"	"De regis persona et regio ministerio"	11108
"125_HinRhe_DeUnEtN"	"Hincmarus Rhemensis"	"De una et non trina deitate"	73207
"125_HinRhe_DeVePs"	"Hincmarus Rhemensis"	"De verbis Psalmi"	2377
"125_HinRhe_DeViBeP"	"Hincmarus Rhemensis"	"De visione Bernoldi presbyteri"	2197
"125_HinRhe_DeViNo"	"Hincmarus Rhemensis"	"De villa Noviliaco"	1017
"125_HinRhe_EnSRe"	"Hincmarus Rhemensis"	"Encomium S. Remigii"	435
"125_HinRhe_Episto198"	"Hincmarus Rhemensis"	"Epistola"	2508
"125_HinRhe_ExInFeS"	"Hincmarus Rhemensis"	"Explanatio in ferculum Salomonis"	7474
"125_HinRhe_Exposi3"	"Hincmarus Rhemensis"	"Expositiones"	15701
"125_HinRhe_InAdLuB"	"Hincmarus Rhemensis"	"Instructio ad Ludovicum Balbum"	2561
"125_HinRhe_Jurame2"	"Hincmarus Rhemensis"	"Juramentum"	1832
"125_HinRhe_Praefa143"	"Hincmarus Rhemensis"	"Praefatio"	5841
"125_HinRhe_ProFid3"	"Hincmarus Rhemensis"	"Professio fidei"	214
"125_HinRhe_QuExDeE"	"Hincmarus Rhemensis"	"Quae exsequi debeat episcopus"	2826
"125_HinRhe_ViSRe2"	"Hincmarus Rhemensis"	"Vita S. Remigii"	27873
"126_AdrIii_Episto201"	"Adrianus III"	"Epistola"	189
"126_AdrIii_Privil11"	"Adrianus III"	"Privilegium"	1037
"126_AimSan_AcTrSSa"	"Aimoinus Sangermanensis"	"Acta translationis S. Savini martyris"	2102
"126_AimSan_DeMiSGe"	"Aimoinus Sangermanensis"	"De miraculis S. Germani"	8965
"126_AimSan_DeTrSVi"	"Aimoinus Sangermanensis"	"De translatione S. Vincentii Martyris"	6456
"126_AuInPaP_Notiti95"	"Auctor incertus (Pandulphus Pisanus?)"	"Notitia"	611
"126_BerCas_CaDeSBe2"	"Bertarius Cassinensis"	"Carmen de S. Benedicto"	1336
"126_BerCas_DeJePeA"	"Bertarius Cassinensis"	"De jejuniis per annum"	679
"126_BerCas_ViSScVi"	"Bertarius Cassinensis"	"Vita S. scholasticae virginis"	444
"126_HarSan_Inscri"	"Harmotus Sangallensis"	"Inscriptiones"	128
"126_HinRhe_Episto199"	"Hincmarus Rhemensis"	"Epistolae"	127713
"126_HinRhe_OpInCaH"	"Hincmarus Rhemensis"	"Opuscula in causa Hincmari Laudunensis"	177159
"126_JoaVii_EpEtDe25"	"Joannes VIII"	"Epistolae et decreta"	134502
"126_MarI_Episto200"	"Marinus I"	"Epistola"	99
"126_MarI_Privil10"	"Marinus I"	"Privilegia"	1222
"126_PasRad_DeCaMoS"	"Paschasius Radbertus"	"De casibus monasterii S. Galli"	8041
"126_PasRad_PoeVar"	"Paschasius Radbertus"	"Poemata varia"	210
"127_AnaBib_HiDeViP"	"Anastasius bibliothecarius"	"Historia de vitis pontificum Romanorum"	11543
"127_AucInc_CaAlPoR"	"Auctor incertus"	"Catalogus alter pontificum Romanorum"	3578
"127_AucInc_CaEpRo"	"Auctor incertus"	"Catalogus episcoporum Romanorum"	1055
"127_AucInc_CaPoRo2"	"Auctor incertus"	"Catalogus pontificum Romanorum"	1344
"127_AucInc_CaPoRo3"	"Auctor incertus"	"Catalogus pontificum Romanorum"	787
"127_AucInc_CaPoRoE"	"Auctor incertus"	"Catalogus pontificum Romanorum et decretorum"	2492
"127_AucInc_CaSuPo"	"Auctor incertus"	"Catalogus summorum pontificorum"	2761
"127_AucInc_CatImp"	"Auctor incertus"	"Catalogus imperatorum"	2126
"127_AucInc_DeCoSsM"	"Auctor incertus"	"Descriptio coemeteriorum SS. Martyrum"	1323
"127_AucInc_DepEpi"	"Auctor incertus"	"Depositio episcoporum"	106
"127_AucInc_DepMar"	"Auctor incertus"	"Depositio martyrum"	365
"127_AucInc_DeReUr"	"Auctor incertus"	"Descriptio regionum urbis"	1917
